autonomy_code,autonomy_name,province_code,province_name,municipality_code,municipality_name
9,Cataluña,8,Barcelona,8145,Olèrdola
9,Cataluña,8,Barcelona,8197,Sant Andreu de Llavaneres
9,Cataluña,8,Barcelona,8203,Sant Cebrià de Vallalta
7,Castilla y León,9,Burgos,9077,Cascajares de Bureba
7,Castilla y León,9,Burgos,9091,Castrojeriz
7,Castilla y León,9,Burgos,9095,Celada del Camino
7,Castilla y León,9,Burgos,9102,Cillaperlata
7,Castilla y León,9,Burgos,9112,Coruña del Conde
7,Castilla y León,9,Burgos,9159,Hontanas
7,Castilla y León,9,Burgos,9215,Merindad de Sotoscueva
7,Castilla y León,9,Burgos,9227,Montorio
7,Castilla y León,9,Burgos,9235,Olmedillo de Roa
7,Castilla y León,9,Burgos,9265,Piérnigas
7,Castilla y León,9,Burgos,9270,Pinilla Trasmonte
7,Castilla y León,9,Burgos,9277,Puentedura
7,Castilla y León,9,Burgos,9318,Riocavado de la Sierra
7,Castilla y León,9,Burgos,9345,Santa Cruz de la Salceda
7,Castilla y León,9,Burgos,9347,Santa Gadea del Cid
7,Castilla y León,9,Burgos,9473,Villegas
11,Extremadura,10,Cáceres,10040,Calzadilla
11,Extremadura,10,Cáceres,10053,Casas de Don Gómez
11,Extremadura,10,Cáceres,10099,Holguera
11,Extremadura,10,Cáceres,10142,Perales del Puerto
11,Extremadura,10,Cáceres,10147,Piornal
11,Extremadura,10,Cáceres,10198,Valdefuentes
11,Extremadura,10,Cáceres,10903,Alagón del Río
11,Extremadura,10,Cáceres,10904,Tiétar
1,Andalucía,11,Cádiz,11039,Vejer de la Frontera
1,Andalucía,11,Cádiz,11042,Zahara
10,Comunitat Valenciana,12,Castelló,12008,Algimia de Almonacid
10,Comunitat Valenciana,12,Castelló,12016,Artana
10,Comunitat Valenciana,12,Castelló,12029,Benlloc
10,Comunitat Valenciana,12,Castelló,12034,Càlig
10,Comunitat Valenciana,12,Castelló,12098,la Salzadella
8,Castilla-La Mancha,13,Ciudad Real,13035,Corral de Calatrava
8,Castilla-La Mancha,13,Ciudad Real,13091,Villamayor de Calatrava
1,Andalucía,14,Córdoba,14009,Belmez
1,Andalucía,14,Córdoba,14021,Córdoba
1,Andalucía,14,Córdoba,14045,Moriles
12,Galicia,15,A Coruña,15057,Noia
12,Galicia,15,A Coruña,15901,Cariño
8,Castilla-La Mancha,16,Cuenca,16015,La Almarcha
8,Castilla-La Mancha,16,Cuenca,16031,Beamud
8,Castilla-La Mancha,16,Cuenca,16112,Huete
8,Castilla-La Mancha,16,Cuenca,16174,Puebla del Salvador
8,Castilla-La Mancha,16,Cuenca,16211,Torrejoncillo del Rey
8,Castilla-La Mancha,16,Cuenca,16215,Tragacete
8,Castilla-La Mancha,16,Cuenca,16237,Valverdejo
8,Castilla-La Mancha,16,Cuenca,16247,Villalgordo del Marquesado
8,Castilla-La Mancha,16,Cuenca,16273,Villaverde y Pasaconsol
9,Cataluña,17,Girona,17041,Cantallops
9,Cataluña,17,Girona,17063,Espinelves
9,Cataluña,17,Girona,17080,Gombrèn
9,Cataluña,17,Girona,17112,Ogassa
9,Cataluña,17,Girona,17114,Olot
9,Cataluña,17,Girona,17133,Les Planes d'Hostoles
9,Cataluña,17,Girona,17137,Porqueres
9,Cataluña,17,Girona,17180,Santa Coloma de Farners
9,Cataluña,17,Girona,17184,Santa Pau
9,Cataluña,17,Girona,17200,Tortellà
1,Andalucía,18,Granada,18001,Agrón
1,Andalucía,18,Granada,18029,Benamaurel
1,Andalucía,18,Granada,18053,Cortes de Baza
1,Andalucía,18,Granada,18102,Íllora
1,Andalucía,18,Granada,18116,Lanjarón
1,Andalucía,18,Granada,18117,Lanteira
1,Andalucía,18,Granada,18127,Maracena
1,Andalucía,18,Granada,18165,Pulianas
1,Andalucía,18,Granada,18901,La Taha
8,Castilla-La Mancha,19,Guadalajara,19065,Cantalojas
8,Castilla-La Mancha,19,Guadalajara,19076,Castellar de la Muela
8,Castilla-La Mancha,19,Guadalajara,19088,Ciruelas
8,Castilla-La Mancha,19,Guadalajara,19122,Fuentelsaz
8,Castilla-La Mancha,19,Guadalajara,19127,Galve de Sorbe
8,Castilla-La Mancha,19,Guadalajara,19165,Majaelrayo
8,Castilla-La Mancha,19,Guadalajara,19192,Mondéjar
8,Castilla-La Mancha,19,Guadalajara,19289,Traíd
8,Castilla-La Mancha,19,Guadalajara,19324,Villel de Mesa
8,Castilla-La Mancha,19,Guadalajara,19333,Zaorejas
16,País Vasco,20,Gipuzkoa,20017,Azkoitia
16,País Vasco,20,Gipuzkoa,20034,Eskoriatza
16,País Vasco,20,Gipuzkoa,20036,Hondarribia
16,País Vasco,20,Gipuzkoa,20064,Pasaia
16,País Vasco,20,Gipuzkoa,20065,Soraluze-Placencia de las Armas
16,País Vasco,20,Gipuzkoa,20902,Lasarte-Oria
16,País Vasco,20,Gipuzkoa,20907,Gaztelu
1,Andalucía,21,Huelva,21044,Lepe
2,Aragón,22,Huesca,22004,Agüero
2,Aragón,22,Huesca,22083,Castejón de Monegros
2,Aragón,22,Huesca,22084,Castejón de Sos
2,Aragón,22,Huesca,22122,Hoz de Jaca
2,Aragón,22,Huesca,22124,Huerto
2,Aragón,22,Huesca,22158,Monzón
2,Aragón,22,Huesca,22205,San Esteban de Litera
2,Aragón,22,Huesca,22904,La Sotonera
1,Andalucía,23,Jaén,23052,Jimena
1,Andalucía,23,Jaén,23058,Mancha Real
1,Andalucía,23,Jaén,23059,Marmolejo
1,Andalucía,23,Jaén,23087,Torredonjimeno
1,Andalucía,23,Jaén,23101,Villarrodrigo
7,Castilla y León,24,León,24003,Alija del Infantado
7,Castilla y León,24,León,24004,Almanza
7,Castilla y León,24,León,24056,Cistierna
7,Castilla y León,24,León,24058,Corbillos de los Oteros
7,Castilla y León,24,León,24156,Santa María del Monte de Cea
7,Castilla y León,24,León,24180,Valdepolo
7,Castilla y León,24,León,24190,Valverde-Enrique
7,Castilla y León,24,León,24205,Villadangos del Páramo
7,Castilla y León,24,León,24212,Villamañán
9,Cataluña,25,Lleida,25074,Ciutadilla
9,Cataluña,25,Lleida,25089,Farrera
9,Cataluña,25,Lleida,25112,Ivars de Noguera
9,Cataluña,25,Lleida,25134,Menàrguens
9,Cataluña,25,Lleida,25190,Salàs de Pallars
9,Cataluña,25,Lleida,25222,Tiurana
17,La Rioja,26,La Rioja,26009,Alesanco
17,La Rioja,26,La Rioja,26025,Baños de Rioja
17,La Rioja,26,La Rioja,26033,Briñas
17,La Rioja,26,La Rioja,26099,Murillo de Río Leza
17,La Rioja,26,La Rioja,26177,Villoslada de Cameros
17,La Rioja,26,La Rioja,26183,Zorraquín
12,Galicia,27,Lugo,27010,Castro de Rei
12,Galicia,27,Lugo,27032,Monterroso
12,Galicia,27,Lugo,27058,O Saviñao
13,Comunidad de Madrid,28,Madrid,28013,Aranjuez
13,Comunidad de Madrid,28,Madrid,28048,Corpa
13,Comunidad de Madrid,28,Madrid,28052,Chinchón
13,Comunidad de Madrid,28,Madrid,28079,Madrid
13,Comunidad de Madrid,28,Madrid,28175,Villamantilla
1,Andalucía,29,Málaga,29011,Almogía
1,Andalucía,29,Málaga,29018,Ardales
1,Andalucía,29,Málaga,29069,Marbella
14,Región de Murcia,30,Murcia,30018,Ceutí
15,Comunidad Foral de Navarra,31,Navarra,31027,Arbizu
15,Comunidad Foral de Navarra,31,Navarra,31044,Bakaiku
15,Comunidad Foral de Navarra,31,Navarra,31064,Cadreita
15,Comunidad Foral de Navarra,31,Navarra,31066,Cárcar
15,Comunidad Foral de Navarra,31,Navarra,31079,Desojo
15,Comunidad Foral de Navarra,31,Navarra,31100,Eulate
15,Comunidad Foral de Navarra,31,Navarra,31131,Iza
15,Comunidad Foral de Navarra,31,Navarra,31138,Lakuntza
15,Comunidad Foral de Navarra,31,Navarra,31152,Lerín
15,Comunidad Foral de Navarra,31,Navarra,31176,Murchante
15,Comunidad Foral de Navarra,31,Navarra,31180,Muruzábal
15,Comunidad Foral de Navarra,31,Navarra,31187,Oiz
15,Comunidad Foral de Navarra,31,Navarra,31189,Olazti
15,Comunidad Foral de Navarra,31,Navarra,31907,Zizur Mayor
12,Galicia,32,Ourense,32010,Beade
12,Galicia,32,Ourense,32035,O Irixo
12,Galicia,32,Ourense,32043,Maceda
12,Galicia,32,Ourense,32057,Parada de Sil
12,Galicia,32,Ourense,32079,Taboadela
3,Principado de Asturias,33,Asturias,33001,Allande
3,Principado de Asturias,33,Asturias,33075,Villanueva de Oscos
7,Castilla y León,34,Palencia,34052,Castrillo de Villavega
7,Castilla y León,34,Palencia,34087,Hornillos de Cerrato
7,Castilla y León,34,Palencia,34093,La Vid de Ojeda
7,Castilla y León,34,Palencia,34175,La Serna
7,Castilla y León,34,Palencia,34202,Villabasta de Valdavia
7,Castilla y León,34,Palencia,34903,Loma de Ucieza
12,Galicia,36,Pontevedra,36017,A Estrada
12,Galicia,36,Pontevedra,36034,As Neves
12,Galicia,36,Pontevedra,36040,Portas
7,Castilla y León,37,Salamanca,37001,Abusejo
7,Castilla y León,37,Salamanca,37008,Alba de Tormes
7,Castilla y León,37,Salamanca,37041,Barbalos
7,Castilla y León,37,Salamanca,37054,El Bodón
7,Castilla y León,37,Salamanca,37058,Brincones
7,Castilla y León,37,Salamanca,37124,Endrinal
7,Castilla y León,37,Salamanca,37125,Escurial de la Sierra
7,Castilla y León,37,Salamanca,37131,Frades de la Sierra
7,Castilla y León,37,Salamanca,37155,Guijo de Ávila
7,Castilla y León,37,Salamanca,37187,Matilla de los Caños del Río
7,Castilla y León,37,Salamanca,37218,Navamorales
7,Castilla y León,37,Salamanca,37264,Puerto Seguro
7,Castilla y León,37,Salamanca,37289,San Muñoz
7,Castilla y León,37,Salamanca,37296,Santiago de la Puebla
7,Castilla y León,37,Salamanca,37299,Santiz
7,Castilla y León,37,Salamanca,37315,La Tala
7,Castilla y León,37,Salamanca,37323,Topas
7,Castilla y León,37,Salamanca,37379,Zamayón
6,Cantabria,39,Cantabria,39007,Arredondo
6,Cantabria,39,Cantabria,39062,Ribamontán al Monte
6,Cantabria,39,Cantabria,39100,Villafufre
7,Castilla y León,40,Segovia,40029,Bercimuel
7,Castilla y León,40,Segovia,40073,Escalona del Prado
7,Castilla y León,40,Segovia,40078,Fresneda de Cuéllar
7,Castilla y León,40,Segovia,40151,Ortigosa de Pestaño
7,Castilla y León,40,Segovia,40162,Prádena
7,Castilla y León,40,Segovia,40194,Segovia
7,Castilla y León,40,Segovia,40210,Urueñas
1,Andalucía,41,Sevilla,41027,Castilblanco de los Arroyos
1,Andalucía,41,Sevilla,41061,Marinaleda
1,Andalucía,41,Sevilla,41074,Peñaflor
7,Castilla y León,42,Soria,42003,Adradas
7,Castilla y León,42,Soria,42024,Arancón
7,Castilla y León,42,Soria,42028,Ausejo de la Sierra
7,Castilla y León,42,Soria,42032,Bayubas de Abajo
7,Castilla y León,42,Soria,42056,Castilfrío de la Sierra
7,Castilla y León,42,Soria,42176,Tajahuerce
7,Castilla y León,42,Soria,42196,Valdeprado
7,Castilla y León,42,Soria,42206,Villanueva de Gormaz
9,Cataluña,43,Tarragona,43021,Barberà de la Conca
9,Cataluña,43,Tarragona,43069,Gratallops
9,Cataluña,43,Tarragona,43083,El Milà
9,Cataluña,43,Tarragona,43091,Mont-ral
9,Cataluña,43,Tarragona,43100,Els Pallaresos
9,Cataluña,43,Tarragona,43139,Santa Coloma de Queralt
2,Aragón,44,Teruel,44028,Argente
2,Aragón,44,Teruel,44044,Bordón
2,Aragón,44,Teruel,44100,Estercuel
2,Aragón,44,Teruel,44164,Nogueras
2,Aragón,44,Teruel,44174,Orihuela del Tremedal
2,Aragón,44,Teruel,44178,Las Parras de Castellote
2,Aragón,44,Teruel,44185,El Pobo
2,Aragón,44,Teruel,44197,Ródenas
2,Aragón,44,Teruel,44238,Utrillas
2,Aragón,44,Teruel,44262,Villarroya de los Pinares
8,Castilla-La Mancha,45,Toledo,45027,Cabezamesada
8,Castilla-La Mancha,45,Toledo,45079,La Iglesuela del Tiétar
8,Castilla-La Mancha,45,Toledo,45082,Lagartera
8,Castilla-La Mancha,45,Toledo,45113,Los Navalucillos
8,Castilla-La Mancha,45,Toledo,45119,Numancia de la Sagra
8,Castilla-La Mancha,45,Toledo,45150,San Bartolomé de las Abiertas
8,Castilla-La Mancha,45,Toledo,45161,Seseña
8,Castilla-La Mancha,45,Toledo,45185,Villacañas
8,Castilla-La Mancha,45,Toledo,45194,Villarejo de Montalbán
8,Castilla-La Mancha,45,Toledo,45195,Villarrubia de Santiago
10,Comunitat Valenciana,46,València,46035,Almussafes
10,Comunitat Valenciana,46,València,46036,Alpuente
10,Comunitat Valenciana,46,València,46059,Benifairó de la Valldigna
10,Comunitat Valenciana,46,València,46108,Chera
10,Comunitat Valenciana,46,València,46109,Cheste
10,Comunitat Valenciana,46,València,46122,Faura
10,Comunitat Valenciana,46,València,46125,Fortaleny
10,Comunitat Valenciana,46,València,46127,la Font d'en Carròs
10,Comunitat Valenciana,46,València,46174,Montesa
10,Comunitat Valenciana,46,València,46179,Navarrés
10,Comunitat Valenciana,46,València,46209,Rafelguaraf
10,Comunitat Valenciana,46,València,46220,Sagunt
10,Comunitat Valenciana,46,València,46224,Segart
10,Comunitat Valenciana,46,València,46235,Sueca
7,Castilla y León,47,Valladolid,47042,Castromembibre
7,Castilla y León,47,Valladolid,47068,Fuente-Olmedo
7,Castilla y León,47,Valladolid,47145,San Miguel del Arroyo
7,Castilla y León,47,Valladolid,47146,San Miguel del Pino
7,Castilla y León,47,Valladolid,47169,Torre de Esgueva
7,Castilla y León,47,Valladolid,47185,Valverde de Campos
7,Castilla y León,47,Valladolid,47191,Velliza
7,Castilla y León,47,Valladolid,47222,Villanueva de San Mancio
16,País Vasco,48,Bizkaia,48083,Ortuella
16,País Vasco,48,Bizkaia,48095,Zaldibar
16,País Vasco,48,Bizkaia,48096,Zalla
16,País Vasco,48,Bizkaia,48909,Nabarniz
7,Castilla y León,49,Zamora,49035,Cañizo
7,Castilla y León,49,Zamora,49077,Fresno de Sayago
7,Castilla y León,49,Zamora,49085,Galende
7,Castilla y León,49,Zamora,49116,Melgar de Tera
7,Castilla y León,49,Zamora,49166,Puebla de Sanabria
7,Castilla y León,49,Zamora,49170,Quintanilla de Urz
7,Castilla y León,49,Zamora,49194,San Pedro de la Nave-Almendra
7,Castilla y León,49,Zamora,49231,Vega de Tera
7,Castilla y León,49,Zamora,49235,Vezdemarbán
7,Castilla y León,49,Zamora,49273,Viñas
2,Aragón,50,Zaragoza,50020,Alhama de Aragón
2,Aragón,50,Zaragoza,50045,Belchite
2,Aragón,50,Zaragoza,50065,Cabolafuente
2,Aragón,50,Zaragoza,50106,Los Fayos
2,Aragón,50,Zaragoza,50142,Lobera de Onsella
2,Aragón,50,Zaragoza,50143,Longares
2,Aragón,50,Zaragoza,50148,Luesia
2,Aragón,50,Zaragoza,50171,Moneva
2,Aragón,50,Zaragoza,50195,Orcajo
2,Aragón,50,Zaragoza,50213,Plenas
2,Aragón,50,Zaragoza,50242,Sediles
2,Aragón,50,Zaragoza,50251,Tarazona
2,Aragón,50,Zaragoza,50261,Torrellas
2,Aragón,50,Zaragoza,50291,Villar de los Navarros
2,Aragón,50,Zaragoza,50294,Villarroya del Campo
7,Castilla y León,9,Burgos,53018,Comunidad de Canicosa de la Sierra y Casarejos
7,Castilla y León,9,Burgos,53025,Comunidad de Cubillo del Campo y Hontoria de la Cantera
7,Castilla y León,37,Salamanca,53071,Coto Mancomunado
9,Cataluña,8,Barcelona,8122,Mediona
7,Castilla y León,5,Ávila,5143,Muñotello
7,Castilla y León,5,Ávila,5176,Padiernos
7,Castilla y León,5,Ávila,5213,San Juan del Olmo
7,Castilla y León,5,Ávila,5219,San Pascual
7,Castilla y León,5,Ávila,5237,Solana de Rioalmar
7,Castilla y León,5,Ávila,5254,Velayos
11,Extremadura,6,Badajoz,6008,Alconera
11,Extremadura,6,Badajoz,6011,Almendralejo
11,Extremadura,6,Badajoz,6017,Baterno
11,Extremadura,6,Badajoz,6038,Cordobilla de Lácara
11,Extremadura,6,Badajoz,6095,Olivenza
11,Extremadura,6,Badajoz,6112,Retamal de Llerena
11,Extremadura,6,Badajoz,6129,Táliga
11,Extremadura,6,Badajoz,6131,Torre de Miguel Sesmero
11,Extremadura,6,Badajoz,6135,Trujillanos
11,Extremadura,6,Badajoz,6145,Valverde de Mérida
11,Extremadura,6,Badajoz,6153,Villanueva de la Serena
11,Extremadura,6,Badajoz,6158,Zafra
11,Extremadura,6,Badajoz,6901,Valdelacalzada
4,Illes Balears,7,Illes Balears,7006,Artà
4,Illes Balears,7,Illes Balears,7064,es Castell
9,Cataluña,8,Barcelona,8005,L'Ametlla del Vallès
9,Cataluña,8,Barcelona,8019,Barcelona
9,Cataluña,8,Barcelona,8022,Berga
9,Cataluña,8,Barcelona,8059,Castellfollit del Boix
9,Cataluña,8,Barcelona,8116,Les Masies de Roda
16,País Vasco,1,Araba,1054,Urkabustaiz
8,Castilla-La Mancha,2,Albacete,2016,Bienservida
8,Castilla-La Mancha,2,Albacete,2028,Cotillas
10,Comunitat Valenciana,3,Alacant,3008,Alcoleja
10,Comunitat Valenciana,3,Alacant,3028,Beniarrés
10,Comunitat Valenciana,3,Alacant,3045,Bolulla
10,Comunitat Valenciana,3,Alacant,3049,Callosa de Segura
10,Comunitat Valenciana,3,Alacant,3066,Elda
1,Andalucía,4,Almería,4028,Bentarique
1,Andalucía,4,Almería,4049,Garrucha
1,Andalucía,4,Almería,4095,Uleila del Campo
7,Castilla y León,5,Ávila,5014,Arenas de San Pedro
7,Castilla y León,5,Ávila,5075,Fresnedilla
7,Castilla y León,5,Ávila,5116,Malpartida de Corneja
7,Castilla y León,5,Ávila,5126,Mesegar de Corneja
7,Castilla y León,40,Segovia,40163,Puebla de Pedraza
1,Andalucía,41,Sevilla,41010,Almensilla
1,Andalucía,41,Sevilla,41047,Gines
1,Andalucía,41,Sevilla,41053,Lebrija
1,Andalucía,41,Sevilla,41085,Salteras
1,Andalucía,41,Sevilla,41088,San Nicolás del Puerto
7,Castilla y León,42,Soria,42004,Ágreda
7,Castilla y León,42,Soria,42010,Aldealices
7,Castilla y León,42,Soria,42085,Fuentearmegil
7,Castilla y León,42,Soria,42115,Miño de Medinaceli
7,Castilla y León,42,Soria,42121,Montenegro de Cameros
7,Castilla y León,42,Soria,42127,Nafría de Ucero
7,Castilla y León,42,Soria,42153,Rello
9,Cataluña,43,Tarragona,43001,Aiguamúrcia
9,Cataluña,43,Tarragona,43029,Blancafort
9,Cataluña,43,Tarragona,43084,Miravet
2,Aragón,44,Teruel,44035,Barrachina
2,Aragón,44,Teruel,44039,Bello
2,Aragón,44,Teruel,44047,Burbáguena
2,Aragón,44,Teruel,44082,Corbalán
2,Aragón,44,Teruel,44187,La Portellada
2,Aragón,44,Teruel,44191,La Puebla de Híjar
2,Aragón,44,Teruel,44198,Royuela
8,Castilla-La Mancha,45,Toledo,45031,Camarena
8,Castilla-La Mancha,45,Toledo,45064,Esquivias
8,Castilla-La Mancha,45,Toledo,45103,Mohedas de la Jara
8,Castilla-La Mancha,45,Toledo,45109,Navahermosa
8,Castilla-La Mancha,45,Toledo,45114,Navamorcuende
8,Castilla-La Mancha,45,Toledo,45126,Otero
8,Castilla-La Mancha,45,Toledo,45130,Parrillas
8,Castilla-La Mancha,45,Toledo,45190,Villaminaya
10,Comunitat Valenciana,46,València,46034,Almoines
10,Comunitat Valenciana,46,València,46142,Jalance
10,Comunitat Valenciana,46,València,46163,Massalfassar
10,Comunitat Valenciana,46,València,46180,Novelé
10,Comunitat Valenciana,46,València,46206,Quesa
10,Comunitat Valenciana,46,València,46210,Ráfol de Salem
10,Comunitat Valenciana,46,València,46212,Real
10,Comunitat Valenciana,46,València,46222,Sant Joanet
10,Comunitat Valenciana,46,València,46247,Tuéjar
7,Castilla y León,47,Valladolid,47002,Aguasal
7,Castilla y León,47,Valladolid,47007,Aldeamayor de San Martín
7,Castilla y León,47,Valladolid,47011,Ataquines
7,Castilla y León,47,Valladolid,47015,Becilla de Valderaduey
7,Castilla y León,47,Valladolid,47039,Castrillo-Tejeriego
7,Castilla y León,47,Valladolid,47041,Castrodeza
7,Castilla y León,47,Valladolid,47058,Cuenca de Campos
7,Castilla y León,47,Valladolid,47060,Encinas de Esgueva
7,Castilla y León,47,Valladolid,47104,Olmedo
7,Castilla y León,47,Valladolid,47152,Santa Eufemia del Arroyo
7,Castilla y León,47,Valladolid,47189,Velascálvaro
16,País Vasco,48,Bizkaia,48017,Bermeo
16,País Vasco,48,Bizkaia,48022,Karrantza Harana
16,País Vasco,48,Bizkaia,48038,Gamiz-Fika
16,País Vasco,48,Bizkaia,48046,Gernika-Lumo
16,País Vasco,48,Bizkaia,48048,Ibarrangelu
16,País Vasco,48,Bizkaia,48057,Lekeitio
16,País Vasco,48,Bizkaia,48070,Aulesti
7,Castilla y León,49,Zamora,49022,Benegiles
7,Castilla y León,49,Zamora,49063,Faramontanos de Tábara
7,Castilla y León,49,Zamora,49081,Fuentesaúco
7,Castilla y León,49,Zamora,49131,Moralina
7,Castilla y León,49,Zamora,49138,Olmillos de Castro
7,Castilla y León,49,Zamora,49183,Salce
7,Castilla y León,49,Zamora,49193,San Pedro de Ceque
7,Castilla y León,49,Zamora,49223,Trabazos
7,Castilla y León,49,Zamora,49255,Villamor de los Escuderos
7,Castilla y León,49,Zamora,49272,Villaveza de Valverde
2,Aragón,50,Zaragoza,50052,Bisimbre
2,Aragón,50,Zaragoza,50093,Chodes
2,Aragón,50,Zaragoza,50114,Fuendetodos
2,Aragón,50,Zaragoza,50115,Fuentes de Ebro
2,Aragón,50,Zaragoza,50123,Grisén
2,Aragón,50,Zaragoza,50165,Mequinenza
2,Aragón,50,Zaragoza,50211,Plasencia de Jalón
2,Aragón,50,Zaragoza,50282,La Vilueña
7,Castilla y León,9,Burgos,53046,Comunidad de Merindad de Río Ubierna
15,Comunidad Foral de Navarra,31,Navarra,53061,Mancomunidad de Beunza y Juarbe
16,País Vasco,1,Araba,1033,Lapuebla de Labarca
16,País Vasco,1,Araba,1060,Yécora
8,Castilla-La Mancha,2,Albacete,2031,Férez
8,Castilla-La Mancha,2,Albacete,2038,La Herrera
8,Castilla-La Mancha,2,Albacete,2047,Masegoso
8,Castilla-La Mancha,2,Albacete,2049,Molinicos
8,Castilla-La Mancha,2,Albacete,2055,Nerpio
8,Castilla-La Mancha,2,Albacete,2073,Tarazona de la Mancha
10,Comunitat Valenciana,3,Alacant,3002,Agost
10,Comunitat Valenciana,3,Alacant,3003,Agres
10,Comunitat Valenciana,3,Alacant,3017,l'Alqueria d'Asnar
10,Comunitat Valenciana,3,Alacant,3023,Beneixama
10,Comunitat Valenciana,3,Alacant,3025,Benferri
10,Comunitat Valenciana,3,Alacant,3050,el Campello
10,Comunitat Valenciana,3,Alacant,3051,el Camp de Mirra
10,Comunitat Valenciana,3,Alacant,3125,Senija
10,Comunitat Valenciana,3,Alacant,3901,els Poblets
1,Andalucía,4,Almería,4101,Viator
7,Castilla y León,5,Ávila,5027,Las Berlanas
7,Castilla y León,5,Ávila,5076,El Fresno
7,Castilla y León,5,Ávila,5105,Hoyos del Espino
7,Castilla y León,5,Ávila,5117,Mamblas
7,Castilla y León,5,Ávila,5165,Navarredonda de Gredos
7,Castilla y León,5,Ávila,5167,Navarrevisca
7,Castilla y León,5,Ávila,5177,Pajares de Adaja
7,Castilla y León,5,Ávila,5187,Piedralaves
7,Castilla y León,5,Ávila,5247,La Torre
11,Extremadura,6,Badajoz,6052,Fuente de Cantos
11,Extremadura,6,Badajoz,6070,Jerez de los Caballeros
11,Extremadura,6,Badajoz,6079,Manchita
11,Extremadura,6,Badajoz,6085,Monesterio
11,Extremadura,6,Badajoz,6115,La Roca de la Sierra
11,Extremadura,6,Badajoz,6119,San Pedro de Mérida
11,Extremadura,6,Badajoz,6120,Santa Amalia
11,Extremadura,6,Badajoz,6154,Villanueva del Fresno
4,Illes Balears,7,Illes Balears,7050,Sant Joan de Labritja
9,Cataluña,8,Barcelona,8018,Balsareny
9,Cataluña,8,Barcelona,8033,Caldes de Montbui
9,Cataluña,8,Barcelona,8177,La Quar
9,Cataluña,8,Barcelona,8248,Santa Eulàlia de Ronçana
7,Castilla y León,9,Burgos,9129,Fresneda de la Sierra Tirón
7,Castilla y León,9,Burgos,9152,Gumiel de Mercado
7,Castilla y León,9,Burgos,9166,Las Hormazas
7,Castilla y León,9,Burgos,9216,Merindad de Valdeporres
7,Castilla y León,9,Burgos,9262,Peral de Arlanza
7,Castilla y León,9,Burgos,9276,La Puebla de Arganzón
7,Castilla y León,9,Burgos,9316,Revilla Vallejera
7,Castilla y León,9,Burgos,9396,Tubilla del Lago
7,Castilla y León,9,Burgos,9421,La Vid y Barrios
7,Castilla y León,9,Burgos,9428,Villaescusa de Roa
7,Castilla y León,9,Burgos,9450,Villanueva de Carazo
7,Castilla y León,9,Burgos,9476,Villoruebo
7,Castilla y León,9,Burgos,9902,Valle de Santibáñez
11,Extremadura,10,Cáceres,10066,Conquista de la Sierra
11,Extremadura,10,Cáceres,10071,Descargamaría
11,Extremadura,10,Cáceres,10076,Galisteo
11,Extremadura,10,Cáceres,10084,Gata
11,Extremadura,10,Cáceres,10174,Segura de Toro
11,Extremadura,10,Cáceres,10181,Tejeda de Tiétar
11,Extremadura,10,Cáceres,10905,Pueblonuevo de Miramontes
1,Andalucía,11,Cádiz,11023,Medina Sidonia
1,Andalucía,11,Cádiz,11902,San José del Valle
10,Comunitat Valenciana,12,Castelló,12004,Alcalà de Xivert
10,Comunitat Valenciana,12,Castelló,12015,Argelita
10,Comunitat Valenciana,12,Castelló,12022,Bejís
10,Comunitat Valenciana,12,Castelló,12089,Peníscola
10,Comunitat Valenciana,12,Castelló,12106,Soneja
10,Comunitat Valenciana,12,Castelló,12126,la Vall d'Uixó
10,Comunitat Valenciana,12,Castelló,12130,Villahermosa del Río
10,Comunitat Valenciana,12,Castelló,12133,Villanueva de Viver
8,Castilla-La Mancha,13,Ciudad Real,13083,Torralba de Calatrava
8,Castilla-La Mancha,13,Ciudad Real,13084,Torre de Juan Abad
1,Andalucía,14,Córdoba,14048,Palenciana
12,Galicia,15,A Coruña,15011,Boiro
12,Galicia,15,A Coruña,15034,Dumbría
12,Galicia,15,A Coruña,15042,Lousame
12,Galicia,15,A Coruña,15065,Padrón
12,Galicia,15,A Coruña,15076,San Sadurniño
8,Castilla-La Mancha,16,Cuenca,16084,Fresneda de la Sierra
8,Castilla-La Mancha,16,Cuenca,16123,Masegosa
8,Castilla-La Mancha,16,Cuenca,16219,Uña
8,Castilla-La Mancha,16,Cuenca,16250,Villanueva de Guadamejud
9,Cataluña,17,Girona,17002,Aiguaviva
9,Cataluña,17,Girona,17040,Canet d'Adri
9,Cataluña,17,Girona,17092,Llançà
9,Cataluña,17,Girona,17102,Maçanet de Cabrenys
9,Cataluña,17,Girona,17169,Sant Julià de Ramis
9,Cataluña,17,Girona,17204,Ullà
9,Cataluña,17,Girona,17903,Sant Julià del Llor i Bonmatí
1,Andalucía,18,Granada,18003,Albolote
1,Andalucía,18,Granada,18013,Alhama de Granada
1,Andalucía,18,Granada,18020,Arenas del Rey
1,Andalucía,18,Granada,18022,Atarfe
1,Andalucía,18,Granada,18035,Cádiar
1,Andalucía,18,Granada,18097,Huéneja
1,Andalucía,18,Granada,18101,Huétor Vega
1,Andalucía,18,Granada,18133,Molvízar
1,Andalucía,18,Granada,18134,Monachil
1,Andalucía,18,Granada,18184,Vélez de Benaudalla
8,Castilla-La Mancha,19,Guadalajara,19005,Alarilla
8,Castilla-La Mancha,19,Guadalajara,19007,Albares
